0.53005	0.55374	0.50302	254.32	254.32
0.56521	0.58529	0.54317	254.32	254.32
0.59945	0.61712	0.5817	254.32	254.32
0.63281	0.64916	0.61635	254.32	254.32
0.66531	0.68129	0.64936	254.32	254.31
0.69697	0.71302	0.68101	254.31	254.32
0.72781	0.74416	0.71158	254.32	254.32
0.75786	0.77454	0.74123	254.32	254.32
0.78712	0.80404	0.77014	254.32	254.32
0.81563	0.83286	0.79829	254.32	254.32
0.84341	0.86092	0.82573	254.32	254.32
0.87046	0.88847	0.85236	254.32	254.32
0.89682	0.91546	0.8781	254.32	254.32
0.92249	0.9421	0.9028	254.32	254.32
0.94751	0.96849	0.92636	254.32	254.32
0.97187	0.99472	0.94877	254.32	254.32
0.9956	1.0209	0.97004	254.32	254.32
1.0187	1.047	0.9902	254.31	254.32
1.0412	1.0731	1.0093	254.32	254.32
1.0632	1.0991	1.0275	254.32	254.31
