0.39246	0.42098	0.36186	254.32	254.32
0.40015	0.42599	0.37409	254.32	254.32
0.40761	0.43116	0.3836	254.32	254.32
0.41486	0.43884	0.39246	254.32	254.32
0.42189	0.44725	0.40079	254.32	254.32
0.42872	0.4549	0.40847	254.32	254.32
0.43534	0.4617	0.41554	254.32	254.32
0.44178	0.46781	0.42197	254.32	254.32
0.44802	0.47345	0.42779	254.32	254.32
0.45408	0.47886	0.43304	254.32	254.32
0.45996	0.48423	0.43783	254.32	254.32
0.46566	0.48978	0.44223	254.32	254.32
0.4712	0.49545	0.44662	254.32	254.32
0.47658	0.50111	0.45025	254.32	254.32
0.4818	0.50707	0.45343	254.32	254.32
0.48687	0.51321	0.4551	254.32	254.32
0.49179	0.51922	0.45678	254.32	254.32
0.49656	0.52568	0.47174	254.32	254.32
0.39246	0.42098	0.36186	254.32	254.32
0.40015	0.42599	0.37409	254.32	254.32
0.40761	0.43116	0.3836	254.32	254.32
0.41486	0.43884	0.39246	254.32	254.32
0.42189	0.44725	0.40079	254.32	254.32
0.42872	0.4549	0.40847	254.32	254.32
0.43534	0.4617	0.41554	254.32	254.32
0.44178	0.46781	0.42197	254.32	254.32
0.44802	0.47345	0.42779	254.32	254.32
0.45408	0.47886	0.43304	254.32	254.32
0.45996	0.48423	0.43783	254.32	254.32
0.46566	0.48978	0.44223	254.32	254.32
0.4712	0.49545	0.44662	254.32	254.32
0.47658	0.50111	0.45025	254.32	254.32
0.4818	0.50707	0.45343	254.32	254.32
0.48687	0.51321	0.4551	254.32	254.32
0.49179	0.51922	0.45678	254.32	254.32
0.49656	0.52568	0.47174	254.32	254.32
